"record","cell","area_mean_3"
"Record_2025-04-16_10-38-00",421,47.7593103448276
"Record_2025-04-16_10-38-00",422,48.1246153846154
"Record_2025-04-16_10-38-00",423,47.3126923076923
"Record_2025-04-16_10-38-00",424,47.9475862068966
"Record_2025-04-16_10-38-00",425,47.7307692307692
"Record_2025-04-16_10-38-00",426,47.3826666666667
"Record_2025-04-16_10-38-00",427,48.0269230769231
"Record_2025-04-16_10-38-00",428,49.5926923076923
"Record_2025-04-16_10-38-00",429,52.9019230769231
"Record_2025-04-16_10-38-00",430,50.9546153846154
"Record_2025-04-16_10-38-00",431,48.5353333333333
"Record_2025-04-16_10-38-00",432,49.5896153846154
"Record_2025-04-16_10-38-00",433,49.4693103448276
"Record_2025-04-16_10-38-00",434,50.5406666666667
"Record_2025-04-16_10-38-00",435,48.776
"Record_2025-04-16_10-38-00",436,50.237
"Record_2025-04-16_10-38-00",437,49.9946666666667
"Record_2025-04-16_10-38-00",438,51.2965384615385
"Record_2025-04-16_10-38-00",439,52.297
"Record_2025-04-16_10-38-00",440,54.781
