"","id","cell","experiment","tray","row","col","si","site","individual","family","where","fustat","d0","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","time_to_one","time_to_two","time_to_three","time_to_four","from_one_to_four","from_two_to_four","from_three_to_four","from_one_to_two","cluster"
"189",1849,346,20241006,2,12,5,"S35I2",35,2,"parker","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,6,NA,7,NA,1,NA,NA,"2"
"190",1851,348,20241006,2,12,7,"S27I6",27,6,"beatty","perimeter",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,6,NA,7,NA,1,NA,NA,"2"
"191",1852,349,20241006,2,12,8,"S32I1",32,1,"salton city","outside",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,NA,6,9,10,NA,4,1,NA,"3"
"192",1853,350,20241006,2,12,9,"S37I4",37,4,"pht","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"193",1854,351,20241006,2,12,10,"S26I1",26,1,"panamint","perimeter",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"194",1855,354,20241006,2,13,2,"S3I6",3,6,"furnace south","DV",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,NA,8,9,3,NA,1,NA,"3"
"195",1856,355,20241006,2,13,3,"S37I1",37,1,"pht","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,NA,7,8,NA,NA,1,NA,"2"
"196",1857,356,20241006,2,13,4,"S32I1",32,1,"salton city","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,NA,NA,7,NA,NA,NA,NA,"2"
"197",1858,357,20241006,2,13,5,"S37I1",37,1,"pht","outside",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,6,9,10,5,4,1,1,"3"
"198",1859,358,20241006,2,13,6,"S14I1",14,1,"spring meadows","perimeter",1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5,NA,NA,6,1,NA,NA,NA,"1"
"199",1861,360,20241006,2,13,8,"S34I5",34,5,"quartz","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"200",1862,361,20241006,2,13,9,"S1I11",1,11,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"201",1865,366,20241006,2,14,3,"S22I2",22,2,"stovepipe","DV",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"202",1866,367,20241006,2,14,4,"S33I2",33,2,"blythe","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"203",1867,368,20241006,2,14,5,"S15I2",15,2,"hw190 east","DV",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,NA,6,9,10,NA,4,1,NA,"3"
"204",1868,369,20241006,2,14,6,"S32I2",32,2,"salton city","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"205",1869,370,20241006,2,14,7,"S29I1",29,1,"anzaborrego","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,6,NA,7,NA,1,NA,NA,"2"
"206",1871,372,20241006,2,14,9,"S1I8",1,8,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,NA,6,9,10,NA,4,1,NA,"3"
"207",1873,376,20241006,2,15,2,"S33I4",33,4,"blythe","outside",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,6,9,10,5,4,1,1,"3"
"208",1874,377,20241006,2,15,3,"S31I1",31,1,"borregosprings","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"209",1875,378,20241006,2,15,4,"S24I1",24,1,"panamint","perimeter",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"210",1876,379,20241006,2,15,5,"S37I3",37,3,"pht","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,NA,8,9,3,NA,1,NA,"3"
"211",1877,380,20241006,2,15,6,"S37I4",37,4,"pht","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,NA,8,9,3,NA,1,NA,"3"
"212",1878,381,20241006,2,15,7,"S30I1",30,1,"borregosprings","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,7,NA,8,2,1,NA,1,"2"
"213",1879,382,20241006,2,15,8,"S14I3",14,3,"spring meadows","perimeter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,7,13,7,1,6,6,"4"
"214",1880,383,20241006,2,15,9,"S29I1",29,1,"anzaborrego","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"215",1881,384,20241006,2,15,10,"S16I5",16,5,"hw190 west","DV",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"216",1882,387,20241006,2,16,2,"S36I1",36,1,"havasu","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"217",1883,388,20241006,2,16,3,"S15I1",15,1,"hw190 east","DV",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,7,8,9,3,2,1,1,"3"
"218",1887,392,20241006,2,16,7,"S1I2",1,2,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,7,NA,8,2,1,NA,1,"2"
"219",1889,394,20241006,2,16,9,"S17I1",17,1,"furnace south","DV",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,7,NA,8,NA,1,NA,NA,"2"
"220",1890,395,20241006,2,16,10,"S30I1",30,1,"borregosprings","outside",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,6,8,9,NA,3,1,NA,"3"
"221",1892,399,20241006,2,17,3,"S34I3",34,3,"quartz","outside",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,6,7,8,3,2,1,1,"2"
"222",1895,402,20241006,2,17,6,"S1I9",1,9,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,6,NA,7,8,2,NA,1,NA,"2"
"223",1897,404,20241006,2,17,8,"S27I3",27,3,"beatty","perimeter",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,6,8,9,4,3,1,1,"3"
"224",1898,405,20241006,2,17,9,"S29I3",29,3,"anzaborrego","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,6,NA,7,NA,1,NA,NA,"2"
"225",1899,406,20241006,2,17,10,"S39I1",39,1,"lake mead","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,6,NA,7,NA,1,NA,NA,"2"
"226",1902,411,20241006,2,18,4,"S38I1",38,1,"bullhead city","outside",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,NA,NA,6,7,NA,NA,1,NA,"2"
"227",1903,412,20241006,2,18,5,"S14I3",14,3,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,8,9,10,4,2,1,2,"3"
"228",1904,413,20241006,2,18,6,"S1I9",1,9,"spring meadows","perimeter",1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,NA,6,7,8,NA,2,1,NA,"2"
"229",1909,420,20241006,2,19,2,"S27I1",27,1,"beatty","perimeter",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,6,NA,7,3,1,NA,2,"2"
"230",1910,421,20241006,2,19,3,"S25I1",25,1,"panamint","perimeter",1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,NA,NA,5,6,NA,NA,1,NA,"1"
"231",1911,422,20241006,2,19,4,"S12I3",12,3,"badwater south","DV",1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,NA,7,8,9,NA,2,1,NA,"3"
"232",1912,423,20241006,2,19,5,"S22I2",22,2,"stovepipe","DV",1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,6,NA,NA,7,1,NA,NA,NA,"2"
"233",1915,426,20241006,2,19,8,"S32I4",32,4,"salton city","outside",1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,NA,6,9,10,NA,4,1,NA,"3"
