tray,row,col,cell,notes,si,site,individual,id,d23T,d23C,d22T,d22C,d21T,d21C,d20T,d20C,d19T,d19C,d18T,d18C,d17T,d17C,d16T,d16C,d15T,d15C,d14T,d14C,dx,dx
1,20,8,217,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,20,9,218,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,20,10,219,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,20,11,220,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,1,221,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,2,222,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,3,223,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,4,224,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,5,225,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,6,226,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,7,227,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,8,228,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,9,229,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,10,230,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,11,231,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2,1,232,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,2,2,233,,S1I11,1,11,4990,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,,
2,2,3,234,,S15I5,15,5,4991,4,4,4,4,4,4,4,4,4,4,4,1,4,0,3,0,0,0,0,0,,
2,2,4,235,,S15I2,15,2,4992,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,0,0,0,0,0,,
2,2,5,236,,S15I2,15,2,4993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,2,6,237,,S1I7,1,7,4994,4,4,4,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,,
2,2,7,238,,S14I1,14,1,4995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,2,8,239,,S14I3,14,3,4996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,2,9,240,,S15I4,15,4,4997,4,4,4,4,4,4,4,4,2,2,1,1,1,1,0,0,0,0,0,0,,
2,2,10,241,,S1I6,1,6,4998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,2,11,242,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,1,243,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,2,244,,S15I4,15,4,4999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,3,3,245,,S14I1,14,1,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,3,4,246,,S1I6,1,6,5001,4,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,
2,3,5,247,D2,S15I2,15,2,5002,4,4,4,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,,
2,3,6,248,,S15I2,15,2,5003,4,4,4,4,4,4,4,3,3,2,4,1,4,1,4,0,0,0,0,0,,
2,3,7,249,D2,S15I2,15,2,5004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,3,8,250,,S1I2,1,2,5005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,3,9,251,,S14I3,14,3,5006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,3,10,252,,S13I1,13,1,5007,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,0,0,0,0,,
2,3,11,253,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,4,1,254,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,4,2,255,,S1I8,1,8,5008,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,,
2,4,3,256,,S1I2,1,2,5009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,4,4,257,,S13I2,13,2,5010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,4,5,258,,S15I2,15,2,5011,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,0,0,0,0,,
2,4,6,259,,S13I1,13,1,5012,4,4,4,4,4,4,4,4,2,2,1,1,1,1,0,0,0,0,0,0,,
2,4,7,260,,S14I2,14,2,5013,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,2,1,2,1,1,,
2,4,8,261,,S1I6,1,6,5014,4,4,4,4,4,4,4,2,4,2,4,0,4,1,4,0,2,0,0,0,,
2,4,9,262,,S13I1,13,1,5015,4,4,4,4,4,4,4,4,3,3,2,2,1,1,1,1,1,0,0,0,,
2,4,10,263,,S1I2,1,2,5016,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,0,1,0,0,0,,
2,4,11,264,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,5,1,265,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,5,2,266,,S1I11,1,11,5017,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,,
2,5,3,267,,S15I2,15,2,5018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,5,4,268,,S1I2,1,2,5019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,5,5,269,,S1I2,1,2,5020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,5,6,270,,S1I2,1,2,5021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,5,7,271,,S15I2,15,2,5022,4,4,4,4,4,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,,
2,5,8,272,,S14I2,14,2,5023,4,4,4,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,,
2,5,9,273,,S15I2,15,2,5024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,5,10,274,,S1I2,1,2,5025,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,0,0,0,,
2,5,11,275,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,1,276,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,2,277,,S15I5,15,5,5026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,6,3,278,,S15I4,15,4,5027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,6,4,279,,S1I11,1,11,5028,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
2,6,5,280,,S15I4,15,4,5029,4,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,
2,6,6,281,,S15I5,15,5,5030,4,4,4,4,4,4,4,4,4,4,4,3,4,0,1,1,1,0,0,0,,
2,6,7,282,,S15I5,15,5,5031,4,4,4,4,4,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,,
2,6,8,283,,S1I11,1,11,5032,4,2,3,3,4,4,4,2,4,1,4,1,4,1,4,1,4,1,0,0,,
2,6,9,284,,S1I5,1,5,5033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,6,10,285,,S13I2,13,2,5034,4,4,4,4,3,4,2,2,2,2,2,2,1,1,1,0,0,0,0,0,,
2,6,11,286,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,7,1,287,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,7,2,288,,S14I6,14,6,5035,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,3,289,,S1I7,1,7,5036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,4,290,,S1I4,1,4,5037,4,4,3,3,4,3,4,2,2,1,1,1,1,0,1,0,0,0,0,0,,
2,7,5,291,,S14I3,14,3,5038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,6,292,,S1I7,1,7,5039,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,,
2,7,7,293,,S13I1,13,1,5040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,8,294,,S1I11,1,11,5041,4,4,4,4,4,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,
2,7,9,295,,S1I11,1,11,5042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,10,296,D2,S15I2,15,2,5043,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,7,11,297,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,8,1,298,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,8,2,299,,S1I7,1,7,5044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,8,3,300,,S15I2,15,2,5045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,8,4,301,,S14I3,14,3,5046,4,4,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
2,8,5,302,,S14I1,14,1,5047,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,,
2,8,6,303,,S14I3,14,3,5048,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,
2,8,7,304,,S13I2,13,2,5049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,8,8,305,,S15I2,15,2,5050,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,
2,8,9,306,,S1I2,1,2,5051,4,4,4,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,,
2,8,10,307,D2,S15I2,15,2,5052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,8,11,308,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,9,1,309,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,9,2,310,,S1I2,1,2,5053,4,4,4,4,4,4,4,4,2,2,1,1,1,0,0,0,0,0,0,0,,
2,9,3,311,,S1I4,1,4,5054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,9,4,312,,S15I5,15,5,5055,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,0,0,0,0,0,,
2,9,5,313,,S15I5,15,5,5056,4,4,4,4,4,4,4,2,2,2,1,1,1,1,0,0,0,0,0,0,,
2,9,6,314,,S1I11,1,11,5057,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,
2,9,7,315,D2,S13I2,13,2,5058,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
2,9,8,316,,S14I2,14,2,5059,4,4,4,4,4,4,4,4,4,3,4,1,4,0,4,0,4,0,0,0,,
2,9,9,317,,S1I11,1,11,5060,4,4,4,4,4,4,3,3,4,2,1,1,0,0,0,0,0,0,0,0,,
2,9,10,318,,S15I4,15,4,5061,4,4,4,4,4,3,4,2,2,1,1,0,1,0,1,0,0,0,0,0,,
2,9,11,319,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10,1,320,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10,2,321,,S1I8,1,8,5062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,3,322,,S1I6,1,6,5063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,4,323,D2,S15I2,15,2,5064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,5,324,,S15I5,15,5,5065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,6,325,,S13I2,13,2,5066,4,4,4,4,4,4,4,4,4,3,4,1,4,0,4,0,4,0,0,0,,
2,10,7,326,,S13I1,13,1,5067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,8,327,D2,S15I2,15,2,5068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,9,328,,S14I1,14,1,5069,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,10,10,329,D2,S15I2,15,2,5070,4,4,4,4,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,,
2,10,11,330,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,11,1,331,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,11,2,332,,S13I1,13,1,5071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,11,3,333,,S1I2,1,2,5072,4,4,4,4,4,4,4,4,2,2,0,1,0,0,0,0,0,0,0,0,,
2,11,4,334,,S14I1,14,1,5073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,11,5,335,,S15I5,15,5,5074,4,4,4,4,4,4,4,2,2,2,1,1,1,0,0,0,0,0,0,0,,
2,11,6,336,,S14I3,14,3,5075,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,
2,11,7,337,,S14I4,14,4,5076,4,3,4,3,3,3,2,2,2,1,1,0,0,0,1,0,0,0,0,0,,
2,11,8,338,,S15I5,15,5,5077,4,4,4,4,4,4,2,2,2,2,1,1,0,1,0,1,0,1,0,0,,
2,11,9,339,,S13I2,13,2,5078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,11,10,340,,S15I2,15,2,5079,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,0,1,0,0,0,,
2,11,11,341,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,12,1,342,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,12,2,343,d9 too small,S14I3,14,3,5080,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,,
2,12,3,344,D2,S15I2,15,2,5081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,12,4,345,,S15I2,15,2,5082,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,12,5,346,,S15I4,15,4,5083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,12,6,347,,S1I8,1,8,5084,4,4,4,4,4,4,4,4,4,3,4,1,4,0,4,0,4,0,0,0,,
2,12,7,348,,S15I4,15,4,5085,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,12,8,349,,S14I2,14,2,5086,4,4,4,4,4,4,4,2,4,1,4,0,4,0,4,0,1,1,0,0,,
2,12,9,350,D2,S1I8,1,8,5087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,12,10,351,D2,S1I5,1,5,5088,4,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,,
2,12,11,352,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13,1,353,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13,2,354,,S1I2,1,2,5089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,13,3,355,,S15I4,15,4,5090,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,13,4,356,,S15I2,15,2,5091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,13,5,357,,S14I1,14,1,5092,4,4,4,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,
2,13,6,358,,S13I2,13,2,5093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,13,7,359,,S1I4,1,4,5094,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,
2,13,8,360,,S1I8,1,8,5095,4,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,
2,13,9,361,,S1I11,1,11,5096,4,4,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,,
2,13,10,362,,S1I2,1,2,5097,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,13,11,363,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,14,1,364,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,14,2,365,,S13I2,13,2,5098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,14,3,366,,S15I2,15,2,5099,4,4,4,4,4,4,4,4,2,2,1,1,1,0,1,1,0,0,0,0,,
2,14,4,367,,S15I4,15,4,5100,4,4,4,4,4,4,4,4,4,4,4,1,4,0,4,0,0,0,0,0,,
2,14,5,368,,S14I1,14,1,5101,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,0,0,0,,
2,14,6,369,,S14I4,14,4,5102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,14,7,370,,S14I3,14,3,5103,4,2,4,2,4,1,4,1,3,0,0,1,1,0,0,0,0,0,0,0,,
2,14,8,371,,S13I1,13,1,5104,4,4,4,4,4,4,4,4,3,3,1,1,1,0,1,0,0,0,0,0,,
2,14,9,372,,S15I5,15,5,5105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,14,10,373,D2,S15I5,15,5,5106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,14,11,374,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,15,1,375,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,15,2,376,D2,S15I2,15,2,5107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,15,3,377,,S1I2,1,2,5108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,15,4,378,D2,S1I5,1,5,5109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,15,5,379,,S15I2,15,2,5110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,15,6,380,d9 too small,S13I1,13,1,5111,4,4,4,4,4,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,,
2,15,7,381,,S1I4,1,4,5112,4,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,
2,15,8,382,,S14I4,14,4,5113,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,,
2,15,9,383,,S13I2,13,2,5114,4,4,4,4,4,4,2,2,2,2,1,1,1,1,0,0,0,0,0,0,,
2,15,10,384,,S1I8,1,8,5115,4,4,4,4,4,4,4,2,4,2,4,1,4,0,4,0,2,0,0,0,,
2,15,11,385,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,16,1,386,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,16,2,387,,S15I2,15,2,5116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,3,388,,S15I5,15,5,5117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,4,389,,S14I2,14,2,5118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,5,390,,S1I8,1,8,5119,4,4,4,4,4,4,4,2,3,2,1,1,0,0,0,0,0,0,0,0,,
2,16,6,391,,S15I2,15,2,5120,4,4,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,,
2,16,7,392,,S15I4,15,4,5121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,8,393,,S15I5,15,5,5122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,9,394,,S15I5,15,5,5123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,16,10,395,,S14I1,14,1,5124,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,
2,16,11,396,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,17,1,397,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,17,2,398,,S15I2,15,2,5125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,17,3,399,,S14I3,14,3,5126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,17,4,400,D2,S15I2,15,2,5127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,17,5,401,,S13I2,13,2,5128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,17,6,402,,S14I6,14,6,5129,4,4,4,4,4,4,4,2,4,0,4,0,4,0,4,0,3,0,0,0,,
2,17,7,403,,S1I2,1,2,5130,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,,
2,17,8,404,,S1I11,1,11,5131,4,4,4,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,,
2,17,9,405,,S1I11,1,11,5132,4,4,4,4,4,4,4,4,4,2,4,1,2,0,1,0,1,0,0,0,,
2,17,10,406,,S15I4,15,4,5133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,17,11,407,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,18,1,408,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,18,2,409,,S15I2,15,2,5134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,3,410,,S13I1,13,1,5135,4,4,4,4,4,4,4,4,4,4,4,2,4,1,2,1,1,1,0,0,,
2,18,4,411,,S15I2,15,2,5136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,5,412,D2,S15I2,15,2,5137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,6,413,,S13I1,13,1,5138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,7,414,,S13I2,13,2,5139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,8,415,D2,S15I2,15,2,5140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,9,416,,S14I5,14,5,5141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,10,417,,S13I1,13,1,5142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,18,11,418,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,19,1,419,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,19,2,420,,S1I11,1,11,5143,4,4,4,4,4,4,4,4,3,3,1,1,1,1,0,0,0,0,0,0,,
2,19,3,421,,S14I3,14,3,5144,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,,
2,19,4,422,,S1I2,1,2,5145,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,,
2,19,5,423,,S1I2,1,2,5146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,19,6,424,,S1I11,1,11,5147,4,4,4,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,,
2,19,7,425,,S13I2,13,2,5148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,19,8,426,,S1I11,1,11,5149,4,4,4,4,4,4,4,4,2,2,1,1,1,1,0,0,0,0,0,0,,
2,19,9,427,,S1I7,1,7,5150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2,19,10,428,,S1I11,1,11,5151,4,4,4,4,4,4,4,4,4,4,3,3,2,2,0,0,0,0,0,0,,
2,19,11,429,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,1,430,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,2,431,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,3,432,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,4,433,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,5,434,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,6,435,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,7,436,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,20,8,437,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
