"","id","cell","tray","row","col","si","site","individual","d9","d13","family","where","time_to_one","time_to_two","time_to_three","time_to_four","time_to_four_adj","fustat","day_sum","dead_count","experiment"
"206","5111",380,"2","15","6","S13I1","13","1","0","0","hw127","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"207","5112",381,"2","15","7","S1I4","1","4","5","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,3,0,20250922
"208","5113",382,"2","15","8","S14I4","14","4","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"209","5114",383,"2","15","9","S13I2","13","2","0","0","hw127","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"210","5115",384,"2","15","10","S1I8","1","8","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"211","5118",389,"2","16","4","S14I2","14","2","0","5","spring meadows","perimeter",NA,NA,NA,NA,NA,0,4,0,20250922
"212","5119",390,"2","16","5","S1I8","1","8","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"213","5120",391,"2","16","6","S15I2","15","2","0","0","hw190 east","DV",NA,NA,NA,NA,NA,0,2,0,20250922
"214","5121",392,"2","16","7","S15I4","15","4","0","0","hw190 east","DV",NA,NA,NA,NA,NA,0,2,0,20250922
"215","5122",393,"2","16","8","S15I5","15","5","0","0","hw190 east","DV",NA,NA,NA,NA,NA,0,2,0,20250922
"216","5123",394,"2","16","9","S15I5","15","5","0","5","hw190 east","DV",NA,NA,NA,NA,NA,0,4,0,20250922
"217","5124",395,"2","16","10","S14I1","14","1","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"218","5127",400,"2","17","4","S15I2","15","2","5","5","hw190 east","DV",NA,NA,NA,NA,NA,0,5,0,20250922
"219","5128",401,"2","17","5","S13I2","13","2","5","5","hw127","perimeter",NA,NA,NA,NA,NA,0,5,0,20250922
"220","5129",402,"2","17","6","S14I6","14","6","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"221","5130",403,"2","17","7","S1I2","1","2","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"222","5131",404,"2","17","8","S1I11","1","11","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"223","5132",405,"2","17","9","S1I11","1","11","5","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,3,0,20250922
"224","5135",410,"2","18","3","S13I1","13","1","5","0","hw127","perimeter",NA,NA,NA,NA,NA,0,3,0,20250922
"225","5136",411,"2","18","4","S15I2","15","2","5","5","hw190 east","DV",NA,NA,NA,NA,NA,0,5,0,20250922
"226","5138",413,"2","18","6","S13I1","13","1","5","5","hw127","perimeter",NA,NA,NA,NA,NA,0,5,0,20250922
"227","5139",414,"2","18","7","S13I2","13","2","5","5","hw127","perimeter",NA,NA,NA,NA,NA,0,5,0,20250922
"228","5141",416,"2","18","9","S14I5","14","5","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"229","5143",420,"2","19","2","S1I11","1","11","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"230","5144",421,"2","19","3","S14I3","14","3","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"231","5145",422,"2","19","4","S1I2","1","2","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"232","5147",424,"2","19","6","S1I11","1","11","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"233","5148",425,"2","19","7","S13I2","13","2","0","0","hw127","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"234","5149",426,"2","19","8","S1I11","1","11","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
"235","5151",428,"2","19","10","S1I11","1","11","0","0","spring meadows","perimeter",NA,NA,NA,NA,NA,0,2,0,20250922
